,Specs,Score
15127,the fact,72.49775826639268
9930,name,72.2622741655609
1976,are not,71.98508867090413
6762,have been,71.97010365099014
14905,the central,71.94041885363237
15213,the gold,71.7826859609038
4244,criminal,71.75681649994897
6145,fraud,71.71507383789228
4760,disturbing,71.44959701762858
6492,gps,71.44959701762858
14580,that god,71.39192450495051
1211,all the,71.33306945559421
3806,communist,71.29612961296131
1101,agencies,71.1512376237624
15416,the military,71.14632565850924
15925,the war,70.32013670117013
14704,that they,69.10753575357538
2674,beijing,68.8073948019802
2861,book,68.74093488563975
15903,the usa,68.37930788271136
18390,why the,68.37930788271136
6423,goes,68.35265523697039
12460,religions,68.29229259132809
15008,the dark,68.18882200720073
7725,in my,67.78892773297949
4577,destruction,67.72650418888043
6398,go,67.68484914369816
8714,just as,67.65030418704522
9573,men,67.6152771527153
4887,down,67.42706270627062
4907,dr,67.34927398989902
16206,they were,67.28344325730042
2245,at,67.06911420984875
2930,british,67.01673925303925
17415,universe,67.01456587966489
9821,most,66.91805100404412
15637,the public,66.88086909403376
1294,always,66.31854893046614
4171,coup,66.27951256664129
16439,thus,66.20867544071481
9316,mainstream media,66.06845747074709
7784,in syria,65.84188520203371
5128,electrical,65.82853073043152
1604,and many,65.57343234323433
13827,spiritual,65.47029702970296
865,above,65.42193640881266
15412,the middle east,65.40642356918619
5186,empire,65.36234068885614
2640,before,65.33721554865917
4209,craters,65.32184693760075
1298,am,65.26596018976899
4243,crimes,65.15045347308168
5841,flat,64.88561408224155
18586,words,64.81559405940595
1552,and his,64.81351568701174
13673,solar system,64.74770440753753
5242,engineering,64.4597859433831
11704,pope,64.01126664390577
1318,americans,63.79125412541255
11372,pedophiles,63.71334506497526
7345,i have,63.60207926602519
2168,as the,63.30398192902062
6464,gospel,63.15694306930692
17270,truth about,63.15694306930692
11384,people,63.08582048963188
12714,rights,63.03543316831684
7488,illuminati,62.8919801980198
12674,revelation,62.570625269048655
5697,fbi,62.29898271619071
5385,ever,61.7940239251507
6420,god of,61.37377644014403
5145,elites,61.30088127347217
9580,mental,61.18069719471949
4098,corporate,61.15927614102874
14797,the american,61.14341325120885
6435,going to,61.06710940701914
17448,up,60.937717443151506
5041,east,60.88039314880393
6151,freedom,60.86411453645366
3846,completely,60.719745479982784
1108,agents,60.71726718662432
479,a great,60.40358641842446
1196,all of,60.302637426074824
4106,corrupt,60.251884563456336
9621,middle,60.24486984988821
16123,therefore,60.15110240190687
15218,the government,60.03775750558927
9456,matrix,60.037180280528055
18165,western,60.019882196553
879,abuse,60.000424080869635
13060,saudi,59.795111386138615
2242,astronomers,59.74820210061546
2855,bombing,59.74820210061546
3248,capitalist,59.74820210061546
13895,state and,59.54376524608982
12264,real,59.51794106967515
8377,is that,59.36000330033003
11838,president,59.30703278132382
149,2013,59.24688032099388
6449,good,59.04327815594061
2671,behind,59.000330033003316
16421,through,58.98053489636351
3742,come,58.949489634592226
8631,jack,58.79068688118813
2067,army,58.702970297029694
16173,they have,58.591318330776744
1715,and their,58.51045193229002
15956,the word,58.2338638927184
6307,genesis,58.22937293729373
18921,yourself,58.227452042079214
8789,knew,58.127407701157466
7950,indeed,58.09600386223968
9406,many other,58.069402132520956
13121,scene,57.666831683168326
4694,dirty,57.28221689356437
6428,goes to,57.28221689356437
11058,org,57.23262618381404
4380,dead,57.0684360102677
11490,pharma,57.036903690369044
4708,disclosure,57.01267654338964
7983,industry,56.932051572092696
13590,slave,56.85492299229924
9649,military industrial,56.8125
13053,satanism,56.8125
12740,ritual,56.8077042079208
18002,we have,56.7577212426299
9066,light,56.71657184375154
13761,source,56.71657184375154
9070,like,56.59032943181255
13688,some,56.3401359667217
5730,feet,56.13889232673267
2062,arkansas,56.05094078743812
15385,the mainstream,56.05094078743812
2289,at the,55.897831936163236
5634,false,55.51662353735373
15129,the fact that,55.341562188763255
9896,murder,55.3128094059406
3613,climate change,55.31198872408572
10865,on this,55.311262376237636
8420,is why,55.27658649017075
18724,wrong,55.22173247037821
17124,torture,55.21205766409976
17055,today,55.181855685568564
11676,police state,55.086154084158416
7485,illegal,55.03965037128714
10288,obama,54.84873504037298
17806,was a,54.7962171152947
5535,exposed,54.665568155652785
7745,in our,54.308291070275516
8985,left,54.30194319527376
7872,in this,54.23316831683169
6962,heart,54.13823380369534
14839,the bank,54.095447044704464
2411,back,54.04656088125368
17015,to this,53.90976597659765
13532,simply,53.818094957164114
11241,paid,53.75000329155257
11645,podesta,53.70039639833548
17610,verse,53.65625000000001
3602,click here,53.65099009900991
5712,fed,53.498236386138615
9726,modern,53.4081499197217
7141,history,53.371254944643404
976,actually,53.205225918275296
18548,within,53.174360932714904
2327,attacks,53.059029272492474
12479,remember,52.98848429764852
14247,system,52.918390063858475
2481,bases,52.86490563118812
4418,deception,52.86490563118812
18816,you are going,52.86490563118812
3699,code,52.56521647927506
4214,created,52.40374745195109
8768,kill,52.37008044554456
12461,religious,52.37008044554456
16658,to do,52.35706170714729
3148,called,52.31136448532914
9190,long,52.27494333660436
11589,planet,52.265160891089124
11142,out of,52.2392703165284
9045,libya,52.18055026656513
16341,this video,52.18055026656513
17143,towers,52.18055026656513
5597,fact that,52.12373456446768
10477,of israel,51.944306930693074
17687,virginia,51.78525425358071
15822,the sun,51.70540359120659
3560,civilizations,51.699180074257434
11125,our world,51.699180074257434
18670,worship,51.699180074257434
2778,big pharma,51.38019801980199
4099,corporation,51.368572091584156
9250,love,51.2329901740174
7031,here is,51.197745328968395
18058,wealth,51.197745328968395
14879,the brain,51.193156327351495
15776,the song,51.193156327351495
17001,to the public,51.193156327351495
11533,pieces,51.14090957706881
8426,isis,51.114771403610945
14240,symbols,51.114771403610945
13879,stars,50.976333668523104
11262,paper,50.923742306663094
7684,in his,50.85939512396364
8770,killed,50.66832394446343
15217,the gospel,50.50000000000001
2371,authority,50.49980959634425
2895,boys,50.47664180975061
2700,believe that,50.40996287128713
14474,terrorism,50.2503094059406
17359,un,50.08477722772278
6475,government and,49.96953541507997
11052,order to,49.62254039659584
15601,the power,49.55932414362127
3556,civil,49.48601485148516
10191,not only,49.47828346370549
4368,days,49.3660891089109
1317,american people,49.15902227722773
9487,mccain,49.15902227722773
14798,the american people,49.15902227722773
1697,and that,48.893735774439534
17240,troops,48.87878078966433
6688,has been,48.84512584013878
1606,and many other,48.80406009350936
14999,the cross,48.80406009350936
18797,yet,48.739630080217665
14238,symbolic,48.723918225155856
7741,in order,48.49850314423335
6381,global,48.461081459708495
4765,divine,48.4504203653124
15359,the light,48.4504203653124
7266,https,48.44836265721166
14473,terror,48.44836265721166
11561,place,48.391610773980645
10356,of america,48.2415726212452
18759,years,48.16351342412724
11365,peace,48.15974136476148
15913,the very,48.15974136476148
13668,soil,48.06033561102589
16431,throughout,48.02155976467211
3969,conspiracy,48.016785547549404
12068,public,47.87311401183532
11779,powerful,47.75433826627343
8416,is what,47.62381394389439
17868,was not,47.60054960747554
17774,war and,47.59461633663367
18039,we the,47.59461633663367
6933,head,47.529664294554465
1954,are going,47.49066434421219
10749,official,47.38328933763631
5144,elite s,47.34375000000001
7980,industrial complex,47.34375000000001
12025,prostitution,47.34375000000001
15417,the military industrial,47.34375000000001
3878,concerning,47.27050823288851
2800,billions,47.218149124695074
15067,the economy,47.218149124695074
15555,the people,47.18284152853488
2688,beings,47.14798042304232
5107,egypt,46.73898796129613
10481,of jesus,46.73898796129613
13559,sisters,46.73898796129613
12162,quite,46.728467166569594
11000,opposition,46.6226648608257
6327,get,46.59792150721559
14427,tell,46.50411867505848
2792,bill,46.31628427265804
1955,are going to,46.288521039603964
6244,funded,46.20309405940595
4836,dollars,46.190392272922956
12675,revelations,46.148721122112214
8754,kelly,46.11391598718697
13991,story,46.04208221186198
8913,law,46.040551516089124
18292,which is,46.02864583333334
320,9,46.01720773038844
16649,to destroy,45.927444306930695
7742,in order to,45.87029015401542
15652,the real,45.83787438118812
17375,under the,45.79836156204453
6523,greed,45.76257854150799
5034,earthquake,45.703004675467554
7467,if you are,45.703004675467554
2729,below is,45.665695981362845
9697,missile,45.665695981362845
9712,mk,45.665695981362845
15104,the evil,45.665695981362845
15876,the truth about,45.665695981362845
4270,crown,45.5368193069307
11971,programming,45.5368193069307
13041,sanctions,45.5368193069307
8318,is no,45.485384526824795
4200,covert,45.44616336633664
9307,magic,45.44616336633664
10114,noah,45.44616336633664
9906,must,45.401587458745865
16162,they do,45.369063273514854
3180,can,45.2879777777972
9502,me to,44.97641234711706
9512,means,44.95667096951631
12687,rich,44.928991336633665
17524,us to,44.928991336633665
11686,politicians,44.90802991589481
2875,both,44.89948532963055
14590,that he,44.89101340320204
13897,state department,44.70915841584158
3601,click,44.67637725310993
4456,defense,44.6250396039604
17539,used,44.617698226416984
14016,street,44.519043010070234
11481,persons,44.49597772277228
15258,the holy,44.49597772277228
7316,i am,44.326191212871294
15215,the good,44.290819997697454
17201,treason,44.1875
17647,victims,44.187333396801236
5326,establishment,44.18331706968774
12124,putin,44.103456955865084
12277,realize,44.095841758471636
2132,as i,43.97555693069306
12724,rise of,43.9035257184255
10344,of a,43.836839933993424
8101,interest,43.73803351618946
11790,pray,43.68935643564357
13613,smuggling,43.68935643564357
13360,shadow,43.65306930693069
8515,it is the,43.42689051513847
13669,solar,43.39139604946551
10206,not to,43.3432175339627
9898,murdered,43.24220631522611
8783,king,43.17342362457895
5130,electromagnetic,43.1511111708997
9440,mass media,43.1511111708997
3531,christmas,43.140012634075916
13997,story of,43.140012634075916
18888,you think,43.044801980198024
10982,operations,42.93454382802411
7046,hidden,42.91541404140415
12430,relations,42.91541404140415
2871,born,42.83873513190245
4050,control of the,42.81683168316832
10974,openly,42.81683168316832
17103,too many,42.81683168316832
14897,the catholic,42.77767776777677
9115,link,42.66330044462781
17781,warfare,42.6463893671976
4048,control and,42.64301541041201
4051,control over,42.64301541041201
8428,islamic,42.64301541041201
9043,liberty,42.64301541041201
782,a war,42.64119224422443
3216,can read,42.64119224422443
5339,ethical,42.64119224422443
8805,know that,42.60818001091449
9428,markets,42.573554230423035
15212,the god,42.529567605198025
15411,the middle,42.415968986604554
13349,sex,42.40485654404857
15207,the global,42.342075172191144
984,adaptation,42.12223873186736
5402,everything,42.028992091282305
4262,cross,41.99272896039604
17315,twitter,41.954389856120436
14448,ten,41.93069306930693
8233,is being,41.92771576685971
18376,whom,41.87539603960397
11449,perhaps,41.86145052366509
18102,welch,41.82178217821782
1107,agent,41.793279489586894
2849,body,41.711698075011974
10216,note,41.63081103032179
2600,become,41.57971685018971
6359,give,41.43565479279784
17340,tyranny,41.403740374037405
6432,going on,41.251642581537574
8657,jews,41.178063118811885
3256,carbon,41.12555298082999
17942,way,41.04437356037677
5853,flesh,40.927599009900995
15426,the money,40.927599009900995
9934,name of,40.79540658983931
10909,one of,40.71302599009904
5843,flat earth,40.70124476389945
3558,civilians,40.65038675742574
6443,gold and,40.65038675742574
1844,anyone,40.63376043486703
9945,nasa,40.60468516885936
5776,files,40.58313565731574
6292,gay,40.58313565731574
17749,wall street,40.57183374587459
3526,chris,40.49845297029703
9283,machines,40.28479906814211
11795,precious,40.28479906814211
8946,leadership,40.25895886639226
6394,globalist,40.16792304230423
15486,the nuclear,40.16792304230423
3983,constitution,40.16700357535753
5124,elections,40.15086948313476
8625,its own,40.10113448844885
10534,of our,40.066956335921375
13490,side,40.058450422248114
15770,the solar system,40.041238010519805
4781,do not,39.92937363147373
852,about the,39.9232673267327
2856,bombs,39.88862675330033
15687,the rich,39.88862675330033
7267,https www,39.76561309977152
10460,of high,39.76561309977152
10489,of law,39.76561309977152
13747,soros,39.76561309977152
1914,arab,39.76539294554456
12966,sacrifice,39.76539294554456
13835,sponsored,39.76539294554456
17740,waking,39.76539294554456
4190,cover up,39.66946810960167
10547,of power,39.66946810960167
3688,co2,39.54610148514851
6232,full,39.39986260278571
4812,does not,39.32424608625785
2847,bodies,39.31713354262256
7499,imagine,39.31713354262256
5222,enemies,39.19525024148756
7719,in mind,39.19525024148756
15769,the solar,39.19525024148756
16839,to my,39.19525024148756
6827,having,39.0761311708094
18552,without,39.075804455445564
3487,child,38.935826425254966
8155,investigation,38.83031929270514
9660,millions,38.69544987285615
6644,happen,38.683989984263334
2819,black,38.682420585808586
7254,however,38.625589142818406
8819,known,38.625589142818406
10898,one day,38.573767533003306
11127,ourselves,38.573767533003306
3923,congress,38.47681970940998
2828,blessed,38.31903392545137
5108,egyptian,38.31903392545137
15720,the satanic,38.31903392545137
7466,if you,38.2312601877566
1577,and is,38.13035344232099
5059,economy,38.122973720244374
8630,j,38.07712036263869
12794,rule,37.99801344036274
2012,are the,37.9948954957155
10157,not be,37.96800451857266
8996,legal,37.96260121245176
4902,download,37.95247524752476
17686,virgin,37.95247524752476
4513,department,37.91227780485303
12820,russian,37.896737710831395
3033,but rather,37.71838433843385
11065,organized,37.64488084837897
5338,eternal,37.62376237623762
17776,war in,37.62376237623762
18917,your life,37.62376237623762
13064,saved,37.61634600960096
14775,the above,37.61634600960096
17202,treasury,37.61634600960096
17486,upon the,37.61634600960096
1095,against the,37.48351809915034
3516,chinese,37.46440736440901
4211,create,37.396742923191
3365,central banks,37.331882785052706
14604,that i,37.282547124904816
10121,non,37.252578382838294
4188,cover,37.22211040369501
2454,banker,37.20121699669968
4634,did you know,37.20121699669968
14434,telling,37.154935024752476
3316,catholic church,37.1097750938887
8865,lane,37.1097750938887
12969,sadly,37.1097750938887
13061,saudi arabia,37.1097750938887
4052,control the,37.04084158415841
4633,did you,37.04084158415841
12580,reserve,37.04084158415841
1815,answer,37.035891089108915
15890,the united,37.01525772228813
18250,where,37.00580453352908
2894,boy,36.99032872037204
10225,nothing more,36.980251829530786
10499,of man,36.980251829530786
15146,the federal reserve,36.96387972130547
3941,consent,36.912487623762374
1256,also,36.67277783561068
9136,little,36.654905583643476
1503,and even,36.52542836201096
18918,your own,36.448079049926285
8106,interests,36.43591115868344
8802,know it,36.43591115868344
4883,doubt,36.41980198019803
15431,the most,36.40062609202097
8827,knows,36.24887913319634
882,abused,36.21581064356436
9904,muslim,36.21581064356436
7398,i will,36.14399073291476
5374,event,35.98668831544371
3247,capitalism,35.97844273610054
5268,entire,35.87622585288421
4107,corruption,35.76732673267327
10660,of the us,35.76732673267327
4352,david,35.72840939915909
6368,given,35.62738611402532
17139,towards,35.588648399723695
16095,there is no,35.566212871287135
18401,wife,35.51333123095964
12818,russia and,35.352731872451955
16482,timeline,35.352731872451955
1713,and the us,35.243270420792086
1748,and us,35.243270420792086
4783,do not know,35.243270420792086
2728,below,35.20083316321323
7660,in fact,35.18896144933643
18912,your,35.165497068323866
6163,friend,35.05288341334135
1031,advanced,35.047344734473455
5127,electric,35.02993080558056
14528,that all,35.00086633663367
7300,hunter,34.978380259900995
11284,part,34.90386995430315
11324,party,34.831341134113416
18222,whatever,34.777822267520875
7336,i e,34.753954358850514
1525,and free,34.71875
1441,and are,34.68460031099264
1915,arabia,34.652320544554456
2731,belt,34.652320544554456
6354,giants,34.652320544554456
6582,guns,34.652320544554456
10183,not know,34.652320544554456
10698,of war,34.652320544554456
15014,the dead,34.652320544554456
16301,this is what,34.652320544554456
17168,trained,34.652320544554456
12702,rigged,34.61154084158416
12795,rule of,34.61154084158416
14619,that is why,34.61154084158416
11908,private,34.530413637066836
6035,for those,34.450872270446226
18537,with this,34.450872270446226
18219,what you,34.44962143273152
11780,powers,34.38684499346161
10276,nuclear power,34.38490099009901
1250,along with,34.28909927365688
4573,destroy the,34.253465346534654
14124,suicidal,34.253465346534654
18817,you are not,34.253465346534654
3869,concept,34.24106160616061
9054,life and,34.227173310003415
4595,detroit,34.18965394135568
5685,fatal,34.18965394135568
9966,nato,34.18965394135568
13205,secrets,34.18965394135568
14813,the art,34.18965394135568
18889,you think that,34.18965394135568
1312,america is,34.084622524752476
7477,ignorant,34.084622524752476
7951,indeed the,34.084622524752476
13111,scam,34.084622524752476
9960,nations,34.06955445544555
9236,lost,34.03757875787578
3477,chemical,33.955445544554465
18109,well,33.95544554455445
147,2012,33.87820146975838
8707,june,33.86138613861387
1541,and he,33.84127475247526
18124,went,33.74574329233265
7247,how the,33.72271145383769
9464,matthew,33.71742039068772
15893,the united states,33.698423374946195
14620,that it,33.69640005817129
10980,operation,33.58038366336634
2661,begins,33.57043204320432
3553,city of,33.54455445544555
1302,amazing,33.51069560081008
18895,you were,33.51069560081008
8218,is an,33.489201013124585
2088,arsenal,33.26732673267326
8641,japanese,33.236571782178224
8429,island,33.20081388855349
15996,their own,33.17854562483275
17098,too,33.16114153163844
9848,motive,33.139756283320644
10556,of satanic,33.139756283320644
11374,pedophilia and,33.139756283320644
6072,forget,33.00495497919356
12767,roman,32.92223597359736
1248,along,32.92079207920792
3549,citizens,32.88873044913186
1888,apple,32.857213992883665
5223,enemy,32.857213992883665
18650,world war,32.802279115623435
2171,as their,32.786716171617165
5715,federal reserve,32.786716171617165
10888,once again,32.786716171617165
8213,is also,32.63591984198422
15798,the state,32.5993031288423
16113,there was,32.50998383649842
9288,made,32.472207520621694
7380,i think,32.375381152245666
4225,creation of,32.37385220376876
5035,earthquakes,32.37385220376876
15386,the mainstream media,32.37385220376876
17729,w bush,32.37385220376876
3153,called the,32.3542674219345
6649,happening,32.3542674219345
2665,behalf,32.34858446782179
4388,dealing,32.34858446782179
11933,process,32.19656080409297
5502,experiments,32.191760281797414
18366,who were,32.1056105610561
14329,take,32.05063943894389
8329,is nothing,32.005633321952885
9365,man s,32.005633321952885
13522,silicon,32.005633321952885
15691,the rise of,32.005633321952885
18505,with him,32.005633321952885
10517,of my,32.0026392699511
2696,believe,31.911766602511968
15690,the rise,31.81243811881188
17355,ukraine,31.81243811881188
17397,unfortunately,31.81243811881188
18330,who are,31.807603557795552
2971,buried,31.691980656398975
7503,imf,31.691980656398975
1478,and child,31.616263832265584
4631,did they,31.616263832265584
13998,story of the,31.616263832265584
18605,worked for,31.616263832265584
13070,say,31.604300135895954
15081,the end,31.576017253624105
12627,restaurant,31.563957202171835
8289,is it,31.54406386584605
15761,the sky,31.522580445544556
1847,anything,31.505935787753543
10353,of all,31.505935787753543
10789,on earth,31.4736589330575
570,a nation,31.4459900990099
7857,in the usa,31.4459900990099
8701,judgment,31.4459900990099
9926,mythology,31.4459900990099
17866,was never,31.4459900990099
11596,planetary,31.435442450495053
4405,debt,31.411841809180927
3771,coming,31.36281683168317
8779,kind,31.36281683168317
2028,are using,31.32766089108911
13355,sex with,31.32766089108911
15705,the rule,31.32766089108911
1313,america s,31.311559066865584
3349,celestial,31.285312634524328
15700,the roman,31.285312634524328
17519,us military,31.285312634524328
15834,the system,31.255577901540157
2940,brought,31.249152312491518
10226,nothing more than,31.23432343234324
10274,nsa,31.23432343234324
16728,to free,31.23432343234324
17507,us army,31.23432343234324
8627,itself,31.22113465569531
2100,articles,31.13558426155116
5429,ex,31.0431712288876
5713,federal,31.019782717571374
3143,call,30.957448125131673
44,11,30.907084097832872
3861,computer,30.899984529702973
13422,shoes,30.876982260726066
