,Specs,Score
7055,if,122.44937651502016
3917,corrupt,122.2270041853392
3758,congress,121.91952592776931
16416,under,121.34499099888092
16209,tower,121.1936731484544
9211,mind,120.49325857552792
16427,understand,119.77157916930213
5022,etc,119.59440227703988
3806,constitution,119.46204933586341
1883,are going,117.8798228969007
16684,victims,117.10942441492728
14317,the fbi,116.79294433902594
17547,without,116.01329887542174
1233,amendment,115.16129032258067
6096,god s,115.16129032258067
11092,pope,114.71759726539896
5366,fear,114.46348139437511
16804,wars,114.31398376554924
11584,read,113.98451345083225
16228,trade,113.65824636306138
8843,machines,113.64546796235602
6231,gun,113.60491777356107
15369,things,113.4054403139555
7456,in this,113.04457720588236
11613,reason,112.95495785711131
2969,bush,112.68216539943296
11475,pyramid,112.49724917355864
8360,knowledge,111.93686285906401
1732,another,111.8542945410636
3150,campaign,111.3336770098679
2936,building,111.27767715101683
8841,machine,111.1692708943394
7872,is not,111.10705759931446
12647,shoes,111.0260185621481
16390,u,110.85964355662401
3477,civil,110.80294405152091
2312,back,110.53432693425357
11219,president trump,110.3892951358356
2093,as we,110.08855154965211
16687,video,109.8669437297975
10119,of the united,109.10745701131168
13503,system,108.90299045349572
4091,currency,108.84297912713473
15763,to do,108.63541062140408
13377,suicide,108.44133459835547
1884,are going to,108.0806086702671
1047,agencies,107.87779886148007
4278,democrats,107.87779886148007
12817,skeletons,107.87779886148007
16313,true,107.77572861520513
10819,pentagon,107.12967267552185
17323,while,106.87457105159973
12835,slave,106.74048070841242
12933,some,106.7387276992698
6148,governments,106.29543847899691
11220,presidential,105.69653914931165
15489,those,105.6660886237199
16555,us government,105.29032258064518
13493,symbolism,105.18542831256305
7683,internet,105.15496521189121
6012,get,104.83598481973432
5543,flag,104.81503875470364
15545,through,104.737543641477
16126,toe,104.6290110937362
8919,man,104.32924688541598
16211,towers,104.24907185875753
17661,worship,103.87162458035323
15250,there was,103.69279345453063
16806,was a,103.31765168695331
4927,enemy,103.03160025300444
1835,arabia,102.76376482929915
9441,must be,102.63775350302866
13929,that they,102.61583577712608
2341,bad,102.53246299810246
1743,anti,102.49320854640379
2748,bin,101.95853099304237
17587,word,101.86474804975754
5380,federal reserve,101.8331126899372
8143,it was,101.65325757086586
2602,believe,101.56499133591609
8456,laws,101.53823232922204
16534,upon,100.89372589826776
922,act,100.53415559772299
13712,terrorist,100.41294225308519
1136,all the,99.81525421785517
6933,i am,99.7570179025094
13938,that this,99.54433426043862
12318,saudi arabia,99.52802024035422
12632,shield,99.52802024035422
1244,americans,99.29580434324268
1042,against the,99.28581947945284
13163,stated,98.88798228969009
5849,francis,98.63934218848833
12328,say,98.16769824781233
12911,society,98.0741302972802
924,act of,97.86743143005002
11768,remember,97.61057230538572
3421,children,97.56598841001909
4246,defense,97.32768938841046
7965,islamic,97.24940873965295
4911,end,96.64679085128265
1767,anything,96.48820229354016
10972,place,96.47272620935252
9438,muslim,96.2950745227785
10291,on the,96.25005247031984
3976,court,96.23837760910814
17462,wilson,95.82557335957083
14128,the central,95.78633105246008
5067,ever,95.76758489825298
14107,the building,95.67552182163186
13676,temple,95.59079260180157
941,actually,95.56686025338777
10792,patriots,95.41935483870968
11363,propaganda,95.41935483870968
12584,shall,95.41112448126378
17046,we were,95.00672335839953
6173,great,94.36274579617508
14715,the pentagon,94.10823845667298
12836,slaves,93.59981432739588
15177,themselves,93.41515700740011
13576,take,93.3173461509841
6787,holy,93.24762808349146
9876,of america,93.05276275170638
8612,like,92.93436117218249
9511,nature,92.89677419354838
7103,illegal,92.8728701406121
4356,destroy,92.77176494456575
13224,stone,92.55239300021086
15406,this article,91.43259972861492
15053,the video,91.30910910343917
16749,waking,90.85787476280836
5769,forces,90.78636565116268
17257,where,90.06047228737023
6846,house,90.05720711223559
2024,as a,89.9088533606076
16117,today,89.7912713472486
14059,the bank,89.62766181741515
8883,make,89.00799277645314
4803,economy,89.00597371565112
8578,liberty,89.0054087805511
8822,lucifer,88.83870967741936
14554,the lord,88.83870967741936
7964,isis,88.82831277672362
14845,the same,88.70068406329226
11001,planet,88.36180444055206
17422,will be,88.22486728669556
11883,reserve,87.84975570405813
15603,times,86.96962007881649
12005,rights,86.71213079562226
8529,legal,86.71020087679119
17189,what is,86.3878103257432
5479,financial,85.61237479883746
2124,assault,85.56054763216422
14322,the federal reserve,85.56054763216422
16750,waking times,85.5483870967742
2737,bill,85.43455370763107
8870,mainstream,85.19845386183147
8560,let s,85.00178016001878
17717,www,84.70844442309385
17340,white house,84.57427652919705
14389,the global,84.24653556437238
3870,controlled,83.9040238344358
14588,the military,83.78370756904913
16215,toxic,83.78370756904913
1123,all of,83.77536247749723
13634,tax,83.74862745098041
12757,silver,83.63694450301028
5793,former,83.31815306767868
1985,arms,83.26035128691676
3268,case,83.18537186379929
16136,toes,83.14006606226721
7327,in order,82.93751991024807
1017,after,82.78690179830441
11450,purposes,82.61860437287382
5586,folks,82.59322663146604
3108,cabal,82.25806451612902
15039,the us government,82.25806451612902
17054,wealth,82.23718221039019
16315,truly,81.90828102953341
4277,democratic,81.87145558291951
4641,done,81.75948945615983
9474,name,81.65503150600667
17666,would be,81.58773469274053
6106,going to be,81.48706331527467
12766,simply,81.38487941194339
3649,communist,81.12176826375713
1181,already,81.10613535736876
16565,usa,80.92125237191652
12056,roman,80.90834914611006
2870,brain,80.76926153025859
10926,phone,80.69259962049337
3446,christianity,80.46525874387987
14451,the human,80.45876201916101
7558,industrial,80.40482270168123
4637,donald trump,80.22858950031628
2820,bombs,80.18097257878483
3339,central bank,80.18097257878483
10225,old,79.90793816379939
16769,want,79.72136996552369
13851,that it,78.55960799509188
14595,the money,78.49399641577062
2018,articles,78.34285571034079
7748,iran,78.12833933863506
10531,other,78.07786214794254
13450,surveillance,78.07294960995151
1926,are the,77.95674835479834
9505,nato,77.88219991430496
8861,magic,77.85342141635627
8193,january,77.69346610923415
8584,lies,77.49884956320068
5378,federal,77.28681137285756
14170,the constitution,77.18290517199438
15497,those who,76.619166182229
7686,intervention,76.25395319418092
6069,globalist,75.67741935483872
8207,jesus christ,75.67741935483872
17036,we the,75.67741935483872
17880,you will be,75.67741935483872
154,2012,75.64853468269027
11033,please,75.31435800126503
8810,love,75.09601839642364
1100,alien,74.94621269079755
13711,terrorism,74.69829222011386
16706,violence,74.69829222011386
8219,john,74.69654065099985
9278,money and,74.68971818117929
17745,years,74.53437480828991
15060,the war,74.38791376765761
4150,day,74.33194180898165
6559,he was,74.09318996415772
12799,situation,73.95557681793329
4867,elites,73.90118912080962
2081,as the,73.55989567471752
16305,troops,73.54067964334538
12658,shooting,73.12127854478832
14139,the church,73.0811567511255
16999,we have,72.9318824476487
11490,question,72.74289651900804
2819,bombing,72.56198608475647
10858,peoples,72.56198608475647
1611,and that,72.55757071005978
7958,is why,72.5414294750158
14046,the attacks,72.50619626584206
4594,does,72.3828752419834
9373,mother,72.36817233382045
12508,senate,72.27709255745309
14794,the real,72.23618419765646
10509,order to,72.0541659479041
1360,and all,71.8686853676566
9130,memory,71.7566413662239
9172,middle east,71.68303632813574
11611,realm,71.68303632813574
15014,the trump,71.68303632813574
11046,point,71.52990098573375
14354,the foot,71.34413773153354
7621,inside,71.22800418677377
8306,kill,71.08269028041325
3136,came,70.85791163110059
14779,the public,70.66453912943477
4051,crisis,70.43270244408764
1220,always,70.29062876434733
16422,underground,70.04121863799284
6337,has been,70.02818870527645
13836,that i,69.99930769932752
1834,arab,69.91548310428766
4201,debt,69.85961219165085
7328,in order to,69.7354522454143
10013,of our,69.58244538510192
16903,was the,69.5443946290302
1863,are being,69.47282732447817
14040,the article,69.43149905123342
4969,entire,69.18123347279061
8996,masonic,69.09677419354838
9796,nsa,69.09677419354838
9894,of bigfoot,68.83753078444832
2595,beings,68.81723121643991
11974,revolution,68.81723121643991
9015,matter,68.78566483941248
16418,under the,68.64107581618255
3124,called,68.51801250966335
16921,washington,68.50134377837995
11807,reported,68.40824161922835
12302,sasquatch,68.36012872454998
6304,happening,68.18826877999777
15753,to destroy,68.18524667931689
6660,here s,68.12387891467588
13000,sources,68.12387891467588
10735,part,68.11059994996859
4574,doctor,68.09946317650302
2768,black,68.04700792942685
9748,notes,67.79655143965019
14016,the american,67.61843202127832
17662,worst,67.51549652118914
14045,the attack,67.37069365380562
4840,egyptian,67.34000220003851
10437,operatives,67.34000220003851
15261,therefore,67.32762808349146
839,about the,67.3090096798213
10154,of us,67.23850267379682
13134,star,67.13553456157113
13590,taken,66.79838468260981
14512,the law,66.59296088162313
8845,made,66.5214990512334
3596,come,66.42930704606832
4358,destroyed,66.3165338393422
9813,obama s,66.3104141087175
16163,tonight,66.3104141087175
13710,terror,66.00148464403682
4974,entity,65.991853257432
10716,palestine,65.991853257432
7824,is going,65.78122239886946
5975,gates,65.77126818469323
17019,we must,65.77126818469323
4720,drug,65.73829556168175
17908,your life,65.7067257010331
5763,force,65.65276266065622
17381,whom,65.61689954574206
12905,social,65.42213001277722
11270,prison,65.32596297130115
7954,is what,65.08563582789529
9131,men,64.57919849494803
16324,trust,64.38193704348731
10691,page,64.35539215686273
13173,states of america,64.06073543787016
5329,far,64.03851975268647
17776,yeti,63.78991392123025
7333,in our,63.66069734345351
10910,personal,63.66069734345351
1906,are not,63.61875395319418
13992,the 9,63.608261410703726
14586,the middle east,63.608261410703726
15085,the white,63.59096371686506
4019,creation,63.21224783667758
2902,bring,63.208431448755185
4049,criminals,63.199585992754876
3692,completely,63.1175264721809
4422,didn,63.11713277412262
4423,didn t,63.11713277412262
5767,forced,63.03312057961014
12770,since,62.9291961132942
14268,the election,62.92871600253006
4942,england,62.847799473587564
1346,ancient,62.807851570735814
4080,cult,62.773304613911826
3447,christians,62.73882563778199
6095,god and,62.73882563778199
13816,that god,62.73882563778199
16459,united states of,62.73882563778199
16792,warfare,62.73882563778199
4589,document,62.62579881785862
17162,west,62.53343720691836
8871,mainstream media,62.51612903225808
14822,the rich,62.51612903225808
11842,republic,62.173149905123324
6965,i have,62.16202176486806
10320,on this,62.12504257286041
13968,that you,62.013814616755795
865,academic,61.98698548427129
16562,us to,61.98698548427129
17853,you need to,61.867528462998095
16444,unfortunately,61.74601752289925
17648,world trade,61.7429207414976
2606,believe that,61.6326164874552
9010,material,61.56185117854949
6698,him,61.4140129058476
5954,further,61.37060964714744
7786,is being,61.3227531481801
10361,one of,61.18729867237883
4926,enemies,61.00316255534471
17901,your feet,60.91954803761595
11169,pray,60.78252161079486
8331,knew,60.48007232781942
3918,corruption,60.468321737297074
13222,stolen,60.468321737297074
15458,this report,60.468321737297074
16267,treasury,60.468321737297074
10207,official,60.32313123461589
6393,hate,60.114887010522686
6888,http,60.114887010522686
14614,the movie,60.01613336452567
7750,iraq,59.9777690962533
1275,an article,59.86874465156082
6246,had been,59.824924798779406
9128,memorial,59.79206198608476
12807,size,59.77231276600306
4361,destruction of,59.751774544943416
17057,weapon,59.731024667931706
2506,become,59.67766850423269
2233,attempt,59.56911805251464
7870,is no,59.4957791254811
12004,right to,59.4713127479731
4415,did not,59.27831431079895
17204,what the,59.24464848589395
15628,tlb,59.22580645161289
12338,saying,59.16331332673321
17852,you need,59.119962172153556
16765,wallace,59.11579314706974
13824,that he,58.934123375460956
3393,charged,58.59704084037158
9499,national security,58.530056925996206
10157,of war,58.530056925996206
10560,our country,58.530056925996206
8471,leader,58.45704505711203
6408,have been,58.44633647276815
890,account,58.358561560260384
885,according,58.33870452457969
1764,anyone,58.22332085406089
2276,authority,58.120597203734654
7682,international,57.956011061588946
15480,this world,57.83123667627146
11272,private,57.82901334793978
2041,as i,57.72712316936701
886,according to,57.70655625532752
3981,cover,57.669767052119994
5023,eternal,57.505518659076536
16786,war and,57.505518659076536
773,a war,57.3387532988724
4876,emails,57.3387532988724
17338,white,57.303131813186624
7672,interest,57.14146830639156
5289,factory,56.86034479962373
17835,you know,56.8350495467004
9408,much,56.8074020982867
3469,citizens,56.80316182832051
15116,the worst,56.79127134724858
1625,and their,56.58250548796369
14309,the fact,56.58250548796369
5259,face,56.373894203738836
3619,coming,56.372585623257685
6300,happened,56.33628939241731
6657,here is,56.31689412737801
3567,collapse of,56.24294175148065
15086,the white house,56.216164611005695
9658,nor,56.06996316553186
9240,missing,56.026597090449094
13491,symbol,55.868336495888684
11752,religious,55.80359664855779
4734,during,55.7981800068547
5290,facts,55.75008844434438
7551,indigenous,55.62095815843444
6006,george,55.51080797760116
17482,wish,55.44882590132827
3955,countries,55.34082898317941
7536,independent,55.33984514909734
13321,stupid,55.32364800759013
14834,the roman,55.32364800759013
10073,of the foot,55.313725490196084
7700,into the,55.255204918554085
3105,c,55.22138614437248
8308,killed,55.22138614437248
3411,chemical,55.06215108764404
11729,relations,55.06215108764404
11912,responsibility,55.06215108764404
6262,had to,54.93347186489875
7018,i was,54.85945604048071
9772,november,54.81508758086435
13946,that was,54.744774530113915
15040,the usa,54.66841823578068
16207,towards,54.65069905650432
6594,heard,54.594982078853064
7533,indeed,54.55388507760424
2835,books,54.53653261512724
15232,there is no,54.52426753477359
9874,of all,54.40773285327364
5852,fraud,54.40607210626185
9756,nothing to,54.40607210626185
5340,farmers,54.376696047826
12908,social media,54.376696047826
1781,ape,54.15822018894463
9138,mental,54.14839500316256
11750,religion,54.13425942501163
5148,executive,54.0475766919671
3430,china,53.964185989108465
13507,system of,53.93889943074004
14898,the skin,53.86044327940687
7612,innocent,53.791992805186595
10341,once again,53.791992805186595
11151,power and,53.756148379655464
15349,they were,53.75332175516463
14577,the media,53.63620071684588
11979,rich,53.476358348526006
8879,major,53.43152211391138
9913,of course,53.37261370823989
5508,first,53.34845242818376
9861,of a,53.34406410280496
10996,plan,53.25124823762628
11822,reports,53.20566011932236
14480,the internet,53.17037548157093
4600,doesn,53.13518153067679
4601,doesn t,53.13518153067679
15702,to bring,53.045140933644504
17903,your foot,53.040373561728586
4839,egypt,53.00105418511491
5864,freemasons,53.00105418511491
9239,missile,53.00105418511491
7189,in a,52.974899041502475
8346,know that,52.9539742778832
12765,simple,52.9539742778832
17895,your doctor,52.736619958156965
3391,charge,52.71643990471961
3866,control of,52.71643990471961
3648,communism,52.64516129032259
16321,trump is,52.64516129032259
9595,new york times,52.60404807084123
12090,rules,52.60404807084123
17784,york times,52.60404807084123
6713,himself,52.58893323736615
5293,failed,52.49456040480708
16997,we had,52.45510858106683
10600,out the,52.32289924332936
12991,soul,52.301525054466225
9976,of life,52.29378650891096
10666,owned,52.29378650891096
16520,up the,52.258204498086926
16685,victims of,52.124535929378766
16566,use,52.113214439586045
6138,government and,52.04371939934875
4002,crash,51.922164364620585
6990,i said,51.922164364620585
15997,to save,51.922164364620585
17397,why the,51.922164364620585
17771,yet,51.72309449043678
14320,the federal,51.723082573299884
1987,army,51.68165598558352
16781,wants,51.60504954670041
3873,controls,51.58356088304716
11692,refused,51.58356088304716
3225,cannot,51.57904611645311
8984,markets,51.544637754052275
12998,source,51.52593295382669
4276,democrat,51.51580012650222
9439,muslims,51.51580012650222
14144,the civil,51.51580012650222
14152,the collapse,51.51580012650222
14442,the holy,51.51580012650222
8606,light,51.480082890400844
10546,other words,51.2919849494802
11602,realize,51.246604273201896
15083,the west,51.1398376554923
14868,the secret,51.11533956473869
2358,bank of,51.055062652785615
10514,org,51.055062652785615
8314,killing,51.03840945737677
16799,warning,51.03840945737677
2105,ask,51.021633738884546
13256,strange,51.01581277672359
16299,trillion,50.97989247311829
7054,ideology,50.95595263194883
17448,will not,50.952731961270864
14258,the economic,50.8821631878558
11914,responsible,50.797858052022086
12794,sites,50.797858052022086
4778,earth and,50.78492706955706
4893,empire,50.78492706955706
11673,references,50.7779988165922
13494,symbols,50.7779988165922
16318,trump and,50.7779988165922
4399,diabetes,50.54818237096927
9125,members,50.54709738554254
2919,brought,50.46252607928102
17709,wrong,50.4388001205909
7560,industry,50.20880499029423
4555,do not,50.14216624320587
2636,below,50.104920211654374
158,2014,50.06401226428242
1907,are now,50.05362733088335
2917,brother,50.05362733088335
7120,immediately,50.01794318900582
8279,justice,50.008312020460366
17878,you were,50.008312020460366
7452,in their,50.00416632291064
8475,leaders,49.98557874762809
2271,author,49.856828903741494
852,abraham,49.76401012017711
2359,banker,49.76401012017711
3983,cover up,49.76401012017711
14254,the earth and,49.76401012017711
17632,world bank,49.76401012017711
10182,off,49.73617279752466
10132,of these,49.631377509890726
2962,buried,49.5649761370824
7566,infection,49.48792979914493
9732,not to,49.45593569724821
15833,to go,49.45593569724821
11814,reported that,49.38710204511912
8997,mass,49.36371168185585
7661,intended,49.15533417668142
8664,links,49.15533417668142
9653,none,48.988200698208345
4943,english,48.95433270082227
5141,exchange,48.95433270082227
6953,i e,48.93371571502501
8420,larry,48.93371571502501
9950,of government,48.93371571502501
15052,the victims,48.93371571502501
16078,to this,48.86956648664428
8179,itself,48.806925996204924
3869,control the,48.78444022770398
6469,have to,48.705084838984675
7204,in america,48.56508934218849
9634,no longer,48.56508934218849
8518,left,48.5527514231499
8190,james,48.53194180898166
2568,beginning,48.47143158338606
16504,up and,48.47143158338606
5779,forever,48.458412397216975
7332,in other words,48.458412397216975
13095,spray,48.458412397216975
165,2018,48.43527092557453
9571,network,48.431375532562384
7535,independence,48.37465738983765
13595,taken to,48.37465738983765
5064,events,48.33811764705882
11462,put,48.30001265022139
16094,to us,48.272647410218575
14574,the material,48.18472837163537
4291,department,48.15024570622294
14667,the old,48.11918880455407
974,administration,48.03823210254803
12229,sacrifice,48.02424220308472
4879,embrace,47.97262529300145
8242,journalists,47.97262529300145
12676,should,47.88875903244974
15934,to our,47.88423142284508
3773,consciousness,47.83776091081593
13636,taxpayers,47.833649588867814
5979,gave,47.82797871672678
15879,to kill,47.82561535252399
4606,doing,47.80623959140259
10695,pain,47.806147695880355
8325,king,47.78343012669389
12483,seems,47.78343012669389
1704,angry,47.782426734134525
5222,expose,47.683911894928755
16550,us all,47.683911894928755
15392,thinking,47.63831314163382
7256,in fact,47.60136933926195
16732,vote,47.59853174479734
7826,is going to,47.47452926580061
5645,footprints,47.411764705882355
11074,policy,47.39207145066646
4023,creature,47.33793884385025
4275,democracy,47.32605945604048
10448,opposed,47.32605945604048
14626,the name of,47.32605945604048
8349,know the,47.27484043470761
1371,and as,47.24326848617047
16092,to understand,47.12080961416825
3638,committee,47.106502391960866
10999,plane,47.106502391960866
3693,complex,47.062855787476295
12832,sky,47.062855787476295
14665,the official,47.062855787476295
1734,answer,47.03020240354207
4614,dollars,46.95955966463456
16605,vaccine,46.95955966463456
1983,armed,46.93275549695001
15360,thing,46.919286048664055
13635,taxes,46.90148031917482
15098,the word,46.90148031917482
11159,powers,46.85418413426887
6641,her,46.842804327340104
17103,well,46.74090404047533
11133,posted,46.69433014235053
14625,the name,46.69433014235053
17306,which is,46.66568701989321
16551,us and,46.57307479443391
947,adam,46.532574320050614
3803,conspiracy theory,46.532574320050614
9860,of 9,46.532574320050614
7644,instead,46.45746363061354
4870,else,46.44353512476793
4069,crown,46.41404020302063
15067,the way,46.377845560895445
2557,before the,46.328875731591125
11081,politicians,46.3152182163188
10451,opposition,46.27619650010543
17318,which was,46.23308032890576
1649,and to,46.22477518356571
3374,change,46.13975547439462
13227,stop,45.970236633552844
850,above,45.825545392737254
6225,guilt,45.75237191650854
7626,insider,45.75237191650854
8564,lethal,45.75237191650854
10659,overthrow,45.75237191650854
14660,the occult,45.75237191650854
13720,testimony,45.74652777777778
15998,to say,45.7460752973087
11448,purpose,45.654554551719585
16790,war on,45.64952903567704
13245,storm,45.59921798631476
9289,monster,45.583708396715124
2393,battle,45.57084563215967
12319,save,45.57084563215967
1694,and you,45.440598564791436
5598,food,45.36115574084591
12320,saved,45.338393421884895
4722,drugs,45.26012017710309
6053,given,45.25036896479022
14482,the islamic,45.24648681351924
15428,this information,45.24648681351924
17225,wheel,45.24648681351924
11486,queen,45.1977009597668
142,2001,45.18861480075901
4046,crime,45.13632101797075
5278,fact that,45.133810988244015
14991,the time,45.123340851861144
11644,record,44.98489001335302
3134,calluses,44.98039215686275
4656,doubt,44.94933586337762
1731,anonymous,44.949082858950035
10427,openly,44.949082858950035
11966,revelation,44.949082858950035
11082,politics,44.93514815355422
189,2nd,44.90424598559507
2123,assassination,44.90424598559507
3807,constitutional,44.90424598559507
6895,human beings,44.90424598559507
10565,our nation,44.90424598559507
13172,states of,44.90424598559507
1230,amazon,44.8875421674046
17252,when you,44.86674785465462
11810,reported by,44.81383090870757
12920,soldier,44.81383090870757
17341,whites,44.81383090870757
1089,al qaeda,44.80718227224149
11478,qaeda,44.80718227224149
